generation,i,fitness,hash,mom_hash,dad_hash,values
9,12,[-7.101647563786169, -5.086688976559104],6516365088253214344,1490849866539106383,2232029613418184360,-0.9120840547830369  -1.4479713436185007
9,13,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,14,[-8.08804930298945, -0.7119802315984882],8804217404126901884,5661116543781087505,1986278821234432065,0.47229761207240184  -0.9500682106946581
9,15,[-8.544780137572614, 1.7403555642727753],-992836707766241413,-5132703091287405346,-7744031610613689474,0.6227763829546404  -0.48005489643074206
9,16,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,17,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-4343238004076961939,-1585864177484683810,0.5235959050486949  -0.9500682106946581
9,18,[-8.74540345462002, 1.0913409796200244],-5317853067387528008,8804217404126901884,2090231725600607214,0.47229761207240184  -0.47562163772008326
9,19,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-4343238004076961939,-1585864177484683810,0.5235959050486949  -0.9500682106946581
9,20,[-7.265921940985786, -2.3606411342734894],-4112957184046399338,2870878641922419228,-4751806212550634206,0.5235959050486949  -1.508673281585018
9,21,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,22,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7372316956273438174,-4343238004076961939,-1.6396942489025026  -0.9500682106946581
9,23,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-7611488126342843233,0.6227763829546404  -0.9500682106946581
9,24,[-7.117411367176404, -4.045080660033961],8271065426362650678,1986278821234432065,-5362173433774513307,-1.5622660949328857  -0.6708366325959023
9,25,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-7611488126342843233,0.6227763829546404  -1.5849719664365436
9,26,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,27,[-8.225726516928615, 0.09957034186953595],5456890002176253560,2870878641922419228,-7075866851521524541,0.5235959050486949  -0.824366390321897
9,28,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,29,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,30,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,31,[-6.238635054249425, -6.708920641456054],1604871774688444527,1490849866539106383,2232029613418184360,-1.5622660949328857  -1.7677002505657082
9,32,[-7.016483257054703, -3.953743309787214],-5104480687583600151,6073832982086029817,-307766091517073252,-1.6396942489025026  -0.6708366325959023
9,33,[-6.1751986541497885, -2.5211595710082966],4328123042527089705,-7075866851521524541,-1585864177484683810,-0.9659797437040449  -2.2081767488381776
9,34,[-8.06263524766895, -1.7387041013876945],2090231725600607214,4006817582393898860,2090231725600607214,-0.9659797437040449  -0.47562163772008326
9,35,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-4343238004076961939,-1585864177484683810,0.5235959050486949  -0.9500682106946581
9,36,[-5.769048806976458, -4.189847447782542],2219326915044642276,-4343238004076961939,-1585864177484683810,-1.6396942489025026  -2.2081767488381776
9,37,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,38,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-7611488126342843233,0.6227763829546404  -1.5849719664365436
9,39,[-7.016483257054703, -3.953743309787214],-5104480687583600151,6073832982086029817,-307766091517073252,-1.6396942489025026  -0.6708366325959023
9,40,[-6.988735396640986, -5.3920861256866015],1801030035965374177,-307766091517073252,-5377542736940328889,-0.9659797437040449  -1.508673281585018
9,41,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,42,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-4343238004076961939,-1585864177484683810,0.5235959050486949  -0.9500682106946581
9,43,[-5.585477860257123, 0.047587525766710215],-9132234703487095071,-7486338864422776318,-7023438576004647642,-1.6396942489025026  2.406571538153134
9,44,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-2995684560101152722,6799784034806819696,0.6227763829546404  -0.6708366325959023
9,45,[-7.02865321403329, -5.125052695071705],-4751806212550634206,-307766091517073252,-8787278125110522893,-0.9120840547830369  -1.508673281585018
9,46,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7372316956273438174,-4343238004076961939,-1.6396942489025026  -0.9500682106946581
9,47,[-4.876686563807034, 1.4463162797523608],5081862097527722696,1961634168853729120,2843970780601240205,-2.8313125945831707  -2.2081767488381776
9,48,[-5.948965763131034, 1.6993547987087871],-5073170383254537755,-7158455623400813137,-7439659256927898340,-0.9659797437040449  2.41048824641066
9,49,[-5.037868994722715, 3.5993602182749718],3880203657320603257,-7158455623400813137,-1636075244096647922,0.47229761207240184  3.395318062163456
9,50,[-5.013793833898198, 4.256751213488756],8921799576635377894,-7158455623400813137,-992836707766241413,0.6227763829546404  3.395318062163456
9,51,[-6.0824989633886055, 5.203711478762458],2010787335396686564,2010787335396686564,-7611488126342843233,0.6227763829546404  2.406571538153134
9,52,[-3.861161270205363, -3.3643873664742423],4006817582393898860,4006817582393898860,2090231725600607214,-0.9659797437040449  4.658997866466692
9,53,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,54,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-7611488126342843233,0.6227763829546404  -0.9500682106946581
9,55,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-4343238004076961939,2297032180861176322,-1.3361251932517204  -0.9500682106946581
9,56,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-7611488126342843233,0.6227763829546404  -1.5849719664365436
9,57,[-5.631570576326119, 2.228771749372963],2843970780601240205,2090231725600607214,-5047955843528482845,-2.8313125945831707  -0.47562163772008326
9,58,[-5.630739683561369, 2.220395338811929],2127391220907752163,-992836707766241413,-5047955843528482845,-2.8313125945831707  -0.48005489643074206
9,59,[-3.861161270205363, -3.3643873664742423],4006817582393898860,4006817582393898860,2090231725600607214,-0.9659797437040449  4.658997866466692
9,60,[-7.161657785941053, -2.3320727454759034],-4669652829906032526,2870878641922419228,-8168183772202476421,0.5235959050486949  -1.5849719664365436
9,61,[-3.9059366646197247, 0.12304870974726101],-5405700579914318550,1898021454911451431,-5362173433774513307,0.6227763829546404  4.658997866466692
9,62,[-6.365933808679234, 0.3088855099994223],-3079961750461045517,8804217404126901884,-1585864177484683810,0.47229761207240184  -2.2081767488381776
9,63,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-2995684560101152722,6799784034806819696,0.6227763829546404  -0.6708366325959023
9,64,[-7.556978706918883, 3.693807072212895],-5052378597969198827,6073832982086029817,9004388348514666490,1.1322592998023708  -0.824366390321897
9,65,[-7.440771124162796, 3.0836564091502643],-210953623042188796,6799784034806819696,6073832982086029817,1.1322592998023708  -0.9500682106946581
9,66,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.4479713436185007
9,67,[-6.476774034116509, -7.152111352707594],6021750733794320752,1490849866539106383,1801030035965374177,-1.5622660949328857  -1.508673281585018
9,68,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-4343238004076961939,2297032180861176322,-1.3361251932517204  -0.9500682106946581
9,69,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,70,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,71,[-6.4041953770411215, -7.060774002460847],-307766091517073252,-4343238004076961939,2297032180861176322,-1.6396942489025026  -1.508673281585018
9,72,[-8.549393284298286, 1.7487319748338086],-276257148072753371,-276257148072753371,-7744031610613689474,0.6227763829546404  -0.47562163772008326
9,73,[-7.684322490629941, -3.27499188199131],-8787278125110522893,1986278821234432065,-8787278125110522893,-0.9120840547830369  -0.9500682106946581
9,74,[-6.937149538973796, -5.3020505396272],1986278821234432065,1986278821234432065,-8787278125110522893,-1.5622660949328857  -0.9500682106946581
9,75,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,76,[-7.265921940985786, -2.3606411342734894],-4112957184046399338,2870878641922419228,-4751806212550634206,0.5235959050486949  -1.508673281585018
9,77,[-8.08804930298945, -0.7119802315984882],8804217404126901884,5661116543781087505,1986278821234432065,0.47229761207240184  -0.9500682106946581
9,78,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-7611488126342843233,0.6227763829546404  -0.9500682106946581
9,79,[-7.060121409506986, -5.353722407174002],-5377542736940328889,1490849866539106383,1801030035965374177,-0.9659797437040449  -1.4479713436185007
9,80,[-6.886597956645392, 1.0150833703858444],6533722171754396609,1801030035965374177,2498250259194507922,1.0964840071130366  -1.508673281585018
9,81,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-7372316956273438174,2232029613418184360,-0.9120840547830369  -1.7677002505657082
9,82,[-6.683898568116988, -4.948895414435061],8784865861934192743,2870878641922419228,-7075866851521524541,-0.9659797437040449  -1.7677002505657082
9,83,[-6.476774034116509, -7.152111352707594],6021750733794320752,1490849866539106383,1801030035965374177,-1.5622660949328857  -1.508673281585018
9,84,[-8.140534389466428, -1.4716706707727973],-4462604522915401169,-8787278125110522893,-2584639983325571612,-0.9120840547830369  -0.47562163772008326
9,85,[-8.08804930298945, -0.7119802315984882],8804217404126901884,5661116543781087505,1986278821234432065,0.47229761207240184  -0.9500682106946581
9,86,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-7611488126342843233,0.6227763829546404  -0.9500682106946581
9,87,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,88,[-7.3741067889359355, -2.523677326166283],5661116543781087505,5661116543781087505,8804217404126901884,0.47229761207240184  -1.4479713436185007
9,89,[-8.549393284298286, 1.7487319748338086],-276257148072753371,-276257148072753371,-7744031610613689474,0.6227763829546404  -0.47562163772008326
9,90,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,91,[-7.289321369379648, -2.562041044678883],-5607054757022761045,1801030035965374177,8804217404126901884,0.47229761207240184  -1.508673281585018
9,92,[-4.99160230024727, -1.0905410811355996],1301721249428885245,-2733750663131003442,1801030035965374177,3.1294661322541657  -1.508673281585018
9,93,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-7611488126342843233,0.6227763829546404  -0.9500682106946581
9,94,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,95,[-7.59049396085193, -3.1490460436825645],-2584639983325571612,-2584639983325571612,-276257148072753371,-1.2937877434927492  -0.47562163772008326
9,96,[-7.10734398990287, -3.4073919781619395],-18564401881840215,2090231725600607214,-7372316956273438174,-1.6396942489025026  -0.47562163772008326
9,97,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.4479713436185007
9,98,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,99,[-8.74540345462002, 1.0913409796200244],-5317853067387528008,8804217404126901884,2090231725600607214,0.47229761207240184  -0.47562163772008326
9,100,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,-4343238004076961939,-1585864177484683810,0.5235959050486949  -0.9500682106946581
9,101,[-6.988735396640986, -5.3920861256866015],1801030035965374177,-307766091517073252,-5377542736940328889,-0.9659797437040449  -1.508673281585018
9,102,[-6.456466967253242, -7.022410283948247],-7486338864422776318,-307766091517073252,-5377542736940328889,-1.6396942489025026  -1.4479713436185007
9,103,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7372316956273438174,-4343238004076961939,-1.6396942489025026  -0.9500682106946581
9,104,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-7372316956273438174,2232029613418184360,-0.9120840547830369  -1.7677002505657082
9,105,[-5.769048806976458, -4.189847447782542],2219326915044642276,-4343238004076961939,-1585864177484683810,-1.6396942489025026  -2.2081767488381776
9,106,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,107,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.4479713436185007
9,108,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7372316956273438174,-4343238004076961939,-1.6396942489025026  -0.9500682106946581
9,109,[-8.059466224993193, -1.747080511948728],1373652165907119172,-7158455623400813137,-992836707766241413,-0.9659797437040449  -0.48005489643074206
9,110,[-6.320014469883786, 0.9662765052132067],1961634168853729120,1961634168853729120,1961634168853729120,0.6227763829546404  -2.2081767488381776
9,111,[-6.320014469883786, 0.9662765052132067],1961634168853729120,1961634168853729120,1961634168853729120,0.6227763829546404  -2.2081767488381776
9,112,[-8.800019269212132, 1.8741104444052221],41172950481401369,-5172652152253103017,-3618757761821376350,0.6227763829546404  -0.14377013956121765
9,113,[-7.254010453894395, -4.952367254901077],4491401199554001455,-8787278125110522893,-2584639983325571612,-1.2937877434927492  -0.9500682106946581
9,114,[-8.140534389466428, -1.4716706707727973],-4462604522915401169,-8787278125110522893,-2584639983325571612,-0.9120840547830369  -0.47562163772008326
9,115,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-2995684560101152722,6799784034806819696,0.6227763829546404  -0.6708366325959023
9,116,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,117,[-7.016483257054703, -3.953743309787214],-5104480687583600151,6073832982086029817,-307766091517073252,-1.6396942489025026  -0.6708366325959023
9,118,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,-2995684560101152722,-4343238004076961939,-0.9659797437040449  -0.9500682106946581
9,119,[-6.916169400815997, -1.917450423021949],2870878641922419228,2232029613418184360,2870878641922419228,0.5235959050486949  -1.7677002505657082
9,120,[-6.683898568116988, -4.948895414435061],8784865861934192743,2870878641922419228,-7075866851521524541,-0.9659797437040449  -1.7677002505657082
9,121,[-7.904018194459748, -2.285055433012969],-2995684560101152722,8784865861934192743,-2995684560101152722,-0.9659797437040449  -0.6708366325959023
9,122,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,123,[-6.531041889142152, -7.113747634194995],1490849866539106383,5661116543781087505,1986278821234432065,-1.5622660949328857  -1.4479713436185007
9,124,[-6.531041889142152, -7.113747634194995],1490849866539106383,5661116543781087505,1986278821234432065,-1.5622660949328857  -1.4479713436185007
9,125,[-8.08804930298945, -0.7119802315984882],8804217404126901884,5661116543781087505,1986278821234432065,0.47229761207240184  -0.9500682106946581
9,126,[-8.544780137572614, 1.7403555642727753],-992836707766241413,-5132703091287405346,-7744031610613689474,0.6227763829546404  -0.48005489643074206
9,127,[-6.7432148655915425, -6.882337870956418],-4881540592044526744,-5132703091287405346,-7744031610613689474,-1.3361251932517204  -1.4479713436185007
9,128,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-7372316956273438174,2232029613418184360,-0.9120840547830369  -1.7677002505657082
9,129,[-6.873996588233172, -1.461459338213558],6418376988260832158,2278510604739668225,-7611488126342843233,0.6227763829546404  -1.7677002505657082
9,130,[-6.682755992681252, -6.920701589469017],2297032180861176322,2278510604739668225,-7611488126342843233,-1.3361251932517204  -1.508673281585018
9,131,[-6.174122868407817, -6.617583291209306],-7372316956273438174,-7372316956273438174,2232029613418184360,-1.6396942489025026  -1.7677002505657082
9,132,[-6.174122868407817, -6.617583291209306],-7372316956273438174,-7372316956273438174,2232029613418184360,-1.6396942489025026  -1.7677002505657082
9,133,[-6.146772590016928, -5.8145655288423805],2644424367808716295,-8260861462570652814,2950448726302086563,-1.9555760107939957  -1.4479713436185007
9,134,[-7.016483257054703, -3.953743309787214],-5104480687583600151,6073832982086029817,-307766091517073252,-1.6396942489025026  -0.6708366325959023
9,135,[-6.857385404095886, 1.2335955960698692],3824518289517699891,6073832982086029817,-307766091517073252,1.1322592998023708  -1.508673281585018
9,136,[-6.683898568116988, -4.948895414435061],8784865861934192743,2870878641922419228,-7075866851521524541,-0.9659797437040449  -1.7677002505657082
9,137,[-8.225726516928615, 0.09957034186953595],5456890002176253560,2870878641922419228,-7075866851521524541,0.5235959050486949  -0.824366390321897
9,138,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.508673281585018
9,139,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,-7611488126342843233,-7744031610613689474,0.6227763829546404  -1.4479713436185007
9,140,[-4.563545012107887, 0.011070237473794986],6093549586647900942,-8260861462570652814,2950448726302086563,3.805627709267359  -0.9500682106946581
9,141,[-6.107393217774368, 3.8860099250641498],-6738256989742950782,-1585864177484683810,5158027550200008824,1.0964840071130366  -2.2081767488381776
9,142,[-5.953706883214122, 4.130437855602983],5215803826169302752,-5172652152253103017,-3618757761821376350,-1.9555760107939957  1.7025337354948666
9,143,[-5.581862271699306, 0.030666921934542124],-7181966510736985184,-7439659256927898340,-7372316956273438174,-1.6396942489025026  2.41048824641066
9,144,[-5.293966278919284, -1.3862465564133446],-9022161064924064026,-9022161064924064026,1490849866539106383,-2.8313125945831707  -1.4479713436185007
9,145,[-5.272334406596562, 2.0164896115380335],3551035941997215171,1301721249428885245,-5362173433774513307,3.1294661322541657  -0.6708366325959023
9,146,[-5.013793833898198, 4.256751213488756],8921799576635377894,-7158455623400813137,-992836707766241413,0.6227763829546404  3.395318062163456
9,147,[-5.013793833898198, 4.256751213488756],8921799576635377894,-7158455623400813137,-992836707766241413,0.6227763829546404  3.395318062163456
9,148,[-4.3347223808385245, 1.332512875002058],-1090294422616418995,-1585864177484683810,5158027550200008824,0.5235959050486949  4.146711715592911
9,149,[-3.971229061675412, 5.070860181818255],-611735121302445244,1301721249428885245,-7158455623400813137,3.1294661322541657  3.395318062163456
10,0,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-2234441876594514510,0.6227763829546404  -0.9500682106946581
10,1,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,2278510604739668225,-1.3361251932517204  -1.7677002505657082
10,2,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-2234441876594514510,0.6227763829546404  -0.9500682106946581
10,3,[-6.988735396640986, -5.3920861256866015],1801030035965374177,-2234441876594514510,3824518289517699891,-0.9659797437040449  -1.508673281585018
10,4,[-7.204394588648628, -5.070640776388623],-1738439731698712365,-8148429096606288025,-9109998650850679612,-1.3361251932517204  -0.9500682106946581
10,5,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-4751806212550634206,6418376988260832158,-0.9120840547830369  -1.7677002505657082
10,6,[-7.643208737098783, -3.1419410955986966],-4098693433039762564,2297032180861176322,41172950481401369,-1.3361251932517204  -0.14377013956121765
10,7,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,8,[-8.327092646587934, 1.2023806432085347],-5362173433774513307,-5104480687583600151,-5362173433774513307,0.6227763829546404  -0.6708366325959023
10,9,[-6.419979571583022, -6.477510878217476],2278510604739668225,6418376988260832158,2278510604739668225,-1.3361251932517204  -1.7677002505657082
10,10,[-8.08804930298945, -0.7119802315984882],8804217404126901884,-8787278125110522893,5661116543781087505,0.47229761207240184  -0.9500682106946581
10,11,[-8.06263524766895, -1.7387041013876945],2090231725600607214,1801030035965374177,2090231725600607214,-0.9659797437040449  -0.47562163772008326
10,12,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,6799784034806819696,-2234441876594514510,-0.9659797437040449  -0.9500682106946581
10,13,[-7.471624035930383, -3.695397375307839],-7670556269027331548,4491401199554001455,-2995684560101152722,-1.2937877434927492  -0.6708366325959023
10,14,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,15,[-7.060121409506986, -5.353722407174002],-5377542736940328889,1801030035965374177,-7744031610613689474,-0.9659797437040449  -1.4479713436185007
10,16,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7486338864422776318,8804217404126901884,-1.6396942489025026  -0.9500682106946581
10,17,[-6.683898568116988, -4.948895414435061],8784865861934192743,-7372316956273438174,-2234441876594514510,-0.9659797437040449  -1.7677002505657082
10,18,[-6.717781187090308, -4.6818619838201645],2232029613418184360,-4751806212550634206,6418376988260832158,-0.9120840547830369  -1.7677002505657082
10,19,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,6799784034806819696,-2234441876594514510,-0.9659797437040449  -0.9500682106946581
10,20,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,21,[-7.213632981896142, -3.4987293284086873],-5089762361645141002,6021750733794320752,-276257148072753371,-1.5622660949328857  -0.47562163772008326
10,22,[-6.988735396640986, -5.3920861256866015],1801030035965374177,-2234441876594514510,3824518289517699891,-0.9659797437040449  -1.508673281585018
10,23,[-6.89886729826145, -5.3635177368890155],1244334390105740989,-5377542736940328889,-8168183772202476421,-0.9659797437040449  -1.5849719664365436
10,24,[-8.06263524766895, -1.7387041013876945],2090231725600607214,1801030035965374177,2090231725600607214,-0.9659797437040449  -0.47562163772008326
10,25,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6799784034806819696,-7744031610613689474,0.6227763829546404  -1.4479713436185007
10,26,[-6.873996588233172, -1.461459338213558],6418376988260832158,-8168183772202476421,2870878641922419228,0.6227763829546404  -1.7677002505657082
10,27,[-6.873996588233172, -1.461459338213558],6418376988260832158,-8168183772202476421,2870878641922419228,0.6227763829546404  -1.7677002505657082
10,28,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-2234441876594514510,0.6227763829546404  -0.9500682106946581
10,29,[-6.606032693362404, -6.892133200671431],1740336535001543134,-4669652829906032526,-1738439731698712365,-1.3361251932517204  -1.5849719664365436
10,30,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,6799784034806819696,-8148429096606288025,0.5235959050486949  -0.9500682106946581
10,31,[-8.800019269212132, 1.8741104444052221],41172950481401369,41172950481401369,-7611488126342843233,0.6227763829546404  -0.14377013956121765
10,32,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,33,[-6.452506300009379, -6.359237356729931],4109994153008013917,2232029613418184360,4491401199554001455,-1.2937877434927492  -1.7677002505657082
10,34,[-7.684322490629941, -3.27499188199131],-8787278125110522893,2232029613418184360,4491401199554001455,-0.9120840547830369  -0.9500682106946581
10,35,[-6.8453832176979414, -5.210713189380452],-4343238004076961939,-7486338864422776318,8804217404126901884,-1.6396942489025026  -0.9500682106946581
10,36,[-7.016483257054703, -3.953743309787214],-5104480687583600151,-5104480687583600151,-5362173433774513307,-1.6396942489025026  -0.6708366325959023
10,37,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-8168183772202476421,0.6227763829546404  -1.5849719664365436
10,38,[-7.060121409506986, -5.353722407174002],-5377542736940328889,1801030035965374177,-7744031610613689474,-0.9659797437040449  -1.4479713436185007
10,39,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,40,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6799784034806819696,-7744031610613689474,0.6227763829546404  -1.4479713436185007
10,41,[-6.89886729826145, -5.3635177368890155],1244334390105740989,-5377542736940328889,-8168183772202476421,-0.9659797437040449  -1.5849719664365436
10,42,[-7.060121409506986, -5.353722407174002],-5377542736940328889,1801030035965374177,-7744031610613689474,-0.9659797437040449  -1.4479713436185007
10,43,[-5.199094906508984, 0.7595197319447953],-2733750663131003442,3551035941997215171,6799784034806819696,3.1294661322541657  -0.9500682106946581
10,44,[-3.79325561325319, -4.893002830256657],4502819727289701005,4006817582393898860,-4881540592044526744,-1.3361251932517204  4.658997866466692
10,45,[-8.269465142916259, -0.10182956853585745],3962792429199891853,5456890002176253560,8804217404126901884,0.47229761207240184  -0.824366390321897
10,46,[-8.059466224993193, -1.747080511948728],1373652165907119172,-992836707766241413,8784865861934192743,-0.9659797437040449  -0.48005489643074206
10,47,[-8.049628174146521, -0.5105803211930948],-8148429096606288025,6799784034806819696,-8148429096606288025,0.5235959050486949  -0.9500682106946581
10,48,[-7.214934690543108, -1.9046500494650986],-7611488126342843233,-7744031610613689474,-7611488126342843233,0.6227763829546404  -1.508673281585018
10,49,[-6.988735396640986, -5.3920861256866015],1801030035965374177,-2234441876594514510,3824518289517699891,-0.9659797437040449  -1.508673281585018
10,50,[-7.9736420597302295, -2.0180220023980717],-2502491519982304280,3551035941997215171,-4462604522915401169,-0.9120840547830369  -0.6708366325959023
10,51,[-6.873996588233172, -1.461459338213558],6418376988260832158,-8168183772202476421,2870878641922419228,0.6227763829546404  -1.7677002505657082
10,52,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-2234441876594514510,0.6227763829546404  -0.9500682106946581
10,53,[-8.549393284298286, 1.7487319748338086],-276257148072753371,-276257148072753371,-7744031610613689474,0.6227763829546404  -0.47562163772008326
10,54,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6799784034806819696,-7744031610613689474,0.6227763829546404  -1.4479713436185007
10,55,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-5362173433774513307,-8148429096606288025,0.5235959050486949  -0.6708366325959023
10,56,[-6.927736988567519, -4.600562526317821],-9184662979003971970,-5104480687583600151,5456890002176253560,-1.6396942489025026  -0.824366390321897
10,57,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-8168183772202476421,0.6227763829546404  -1.5849719664365436
10,58,[-8.434987311889984, 0.7463895584001435],-8909671780112926237,-5362173433774513307,-8148429096606288025,0.5235959050486949  -0.6708366325959023
10,59,[-7.967625343008925, -0.05458923638470381],6799784034806819696,6799784034806819696,-2234441876594514510,0.6227763829546404  -0.9500682106946581
10,60,[-7.626321732792672, -3.5420253126062073],-2234441876594514510,6799784034806819696,-2234441876594514510,-0.9659797437040449  -0.9500682106946581
10,61,[-7.440771124162796, 3.0836564091502643],-210953623042188796,-2234441876594514510,3824518289517699891,1.1322592998023708  -0.9500682106946581
10,62,[-7.023770662871939, -4.69189987656457],4190883134942278859,5456890002176253560,1604871774688444527,-1.5622660949328857  -0.824366390321897
10,63,[-7.904018194459748, -2.285055433012969],-2995684560101152722,4006817582393898860,-5104480687583600151,-0.9659797437040449  -0.6708366325959023
10,64,[-7.1135268032550645, -1.8760816606675126],-8168183772202476421,-8168183772202476421,-8168183772202476421,0.6227763829546404  -1.5849719664365436
10,65,[-7.296107373959504, -1.8662863309524986],-7744031610613689474,6799784034806819696,-7744031610613689474,0.6227763829546404  -1.4479713436185007
